content,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I've been doing more research on these blades. I wouldn't count on Camping World, PPL, or RVupgrades to stock them any time soon if at all, especially the Mercedes-designed ones. If there's a knockoff out there or as you mention, an aftermarket design, that would be interesting, though.

From what I'm gathering, the Magic Vision Control wipers are a patented design that Mercedes first started using in 2017 on their higher-end cars. They are standard on their new Citaro bus (HERE) but, again, it's a higher-end transit bus with the latest features.

The washer system is on the blade itself but the entire wiper assembly is integrated. According to the article below, for cars, the entire assembly (blade and arm) has to be replaced if something is get broken or worn out ...not able to just change the blade itself evidently??

That's why it's probably, at this time, only for those who, one, can afford a Mercedes in the first place, and then the luxury of having the money to burn to replace it when it wears out and I suspect maybe a thousand dollars or more when the blades need replacing on a bus (???). It must be noted that there's a heating element integrated in the blade assembly too adding to the cost.

MAGIC VISION CONTROL: Mercedes-Benzís Magic Wipers

ETA: correction, it does appear that the blades can be replaced without replacing the arm. I still have to believe, however, those blade assemblies will be quite expensive. GO HERE to see how to replace the blade assembly on a car. ",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"For a bus windshield? ...with the heated nozzles along the side of the blade? That's great!

I thought maybe a bus company or municipality using those buses could buy them in bulk and get discount for bulk purchases but was wondering if they'd be that reasonable for a individual citizen to buy a bus wiper for $100 per pair at the local auto parts store. If you can get them for us at $100 per pair, that's really encouraging to hear then.

I wonder what the expense would be to retrofit the system on a non-Mercedes application? ",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"They are standard on the 2020 MB VS30 chassis that the Winnebago Navion / View are built on. Love them can't wait to replace the blades,,,, Ouch!",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"That's great ...I got an email a few minutes ago from a friend who told me that they are an option on all Sprinters.

I guess they're more common than I thought. Is there a similar design where heated washer fluid sprays from the blade itself that isn't exclusively for a Mercedes product?",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I learned one thing during my ownership of a Mercedes ML350 that Mercedes engineering is all about designing very expensive maintenance items that Mercedes can main't in exclusivity with and charge whatever they want with no competition you could keep your very very expensive windshield wipers,Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I have a 2023 Dutch Star 4369. First full winter storage question. Iím Debating if simply blowing out the lines only will suffice or if I need to fill the system with the RV safe antifreeze fluid. ? I do have it in fully enclosed storage.
Thank you for any kind suggestions ",Winterizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"You're going to get all different opinions on this. As for my rig, I drain out the waterheater, drain the low point, blow it out with air and add rv antifreeze. It all depends on what makes you feel safe.",Winterizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"If you are stroring in an area known to threaten freezing temperatures, blowing out the lines, draining the tanks, and opening faucets leaves sink traps and shower drains untreated. Each retain water. Pour them full of anti freeze

I also add anti freeze to the black and gray tanks. That way, any residual liquid remaining in the drain hose gets diluted by anti freeze in the final purge ",Winterizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I do the blow/pink/blow method. Blow out the water, run antifreeze throughout, and then blow out the antifreeze. There's other things to consider; washer/dryer and icemaker and undersink filters; these all require special attention. ",Winterizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I would recommend using rv antifreeze. A couple of years ago, we winterized the camper blowing out the lines. We was going to be using the camper around the first of the year for a trip so we thought that would be easier. Found out some water did not get blew out for some reason. It didn't bust any lines or fitting. After that I will not depend on blowing out the lines. Another thing I have learned is to relieve the pressure and drain the hot water tank before switching the bypass valves. When pumping in the antifreeze I will turn the bypass valve to get antifreeze in the valve. Had water get trapped in one of the bypass valves and pushed the stem out of the valve. Luckly I was able to push the stem back in the valve and it has been good every since.",Winterizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I agree. I don't do the second blow out but do drain whatever comes out the low point drains and leave all faucets open. In addition, I make sure that, while the system is pressurized with pink stuff, to flip the water selector to the auto-fill position so that solenoid opens and allows pink stuff to flow through that little loop. First year I didn't do that and that solenoid valve was shot the next spring when I de-winterized. I just assume some water was left in there...maybe not...but I want to be sure.

My rig is in my unheated shed and is therefore exposed to temps that can get to near -40F. ",Winterizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Since you are new, first thing is use Search. Most all of your questions have been answered hundreds of times.
If you have Aquahot, you must blow out with 40psi air, and then RV antifreeze. No other way. That's covered in your Aquahot manual.
And, I would think you do have Aquahot. ",Winterizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Based on current temps, I assume you have already winterized. But, here is my 2 cents. I have mine in an enclosed storage in the Galveston area. It is currently mid 20's outside right now. Admittedly this is nothing compared to what people north of us are seeing (like you in OK). I blew the lines out and poured the RV antifreeze in the drains and Splendide washer/dryer (spin cycle per manual). I drained my Truma water heater.

But, my plan next year is to go ahead and do a final sweep of the lines with antifreeze. It doesn't take that long, and I'd have a better peace of mind. If I lived up in OK, even with an enclosed storage (unless it is insulated), I would definitely use antifreeze. As others have said and as others have lined me out in the past on this forum, the air just doesn't do an awesome sweep. A good test is to sweep it with air then come back a few minutes later and see that more water comes out. You can keep doing that or just use antifreeze and be done. If only using air, unswept water will settle in low points and possibly freeze a fitting or maybe a valve and could cause damage. Yes, as someone else pointed out, be careful to use your user manual for your Oasis for special instructions. I've seen several people on this forum post about not winterizing their Truma Aqua Go water heater per the manual, and it cost them big time for something that is very easy to winterize. ",Winterizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"What does your owner's manual say? Do that and don't worry.

But here are likely incomplete instructions:

Since you have an Oasis, you will need to pump RV antifreeze through the system. It will displace all the water. No need to blow out with air first (which requires filtration for the air or a oil-less compressor). Get full-strength red fluid out of every tap, hot and cold. Make sure it's enough to fill the drain traps, too. Don't forget the shower and outside shower. You might have a 3-way valve to make this easy or you might need to take the inlet off the water pump and use an adapter to connect the hose to the RV antifreeze containers.

If you have a washer or washer/dryer, a dishwasher, or an icemaker (or any combination) you will need to follow the instructions for each appliance. Compressed air won't winterize those lines, either.

Make sure all the tanks and low point drains are empty. If you have a black water tank flush, use that too. It helps to tilt the coach to the left a bit.

I use 5-6 gallons of RV antifreeze a year. Your coach might need 3, or 7, but you'll need more than one and fewer than 10. If you get 8 you'll probably have a head start on next year's supply.

Hope these ramblings are helpful.

(Edit) It appears that for at least some Oasis models, you can use the fresh water drain and optionally compressed air to winterize the unit *or* use RV antifreeze. See https://www.manualslib.com/manual/12...S.html?page=11 Find and use the manual for yours, though, to be sure. ",Winterizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Search is always a good idea, but the manuals are often a better source for information about winterization procedures. Also, the OP has an Oasis. Similar but not the same, so the procedures might differ.

For AH, though, from the 450DE Service Manual on p. 112:

""Please follow these instructions when winterizing the Aqua-Hotís Domestic Water Heating System; reference Figure F1:
1. Completely drain the fresh water storage tank.
2. Disconnect the domestic water demand pumpís suction line from the fresh water storage tank.
3. Attach an adequate piece of hose onto the suction side of the domestic water demand pump.
4. Place the opposite end of the hose into an adequate supply of FDA-approved ìGRASî RV Antifreeze, and turn on the demand water pump.
Open and close all interior and exterior water faucets, one at a time, until only pure RV Antifreeze is present. Perform this procedure for both the hot and cold faucets.
6. Turn off Demand Water pump and remove the hose and re-connect the domestic water demand pumpís suction line to the fresh water storage tank.""

The only mention of compressed air is in the Warning box:

""An FDA approved ìGRASî rated winterization antifreeze must be used. YOU CANNOT BLOW DOMESTIC WATER COIL OUT WITH AIR TO WINTERIZE AQUA-HOT."" In other words, using compressed air is neither necessary nor sufficient. ",Winterizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I used the blow only method successfully for many years on my last rig. Last coach was much more basic. I would NOT trust that method with my DS or OP's Dutch Star. Reason being bath & a half, ice maker, washing machine, dishwasher, etc. These are all things I didn't have in my last rig. Many more water lines to worry about getting blown out. ",Winterizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The easiest thing to do, after you drain the freshwater tank, and the hot water tank, is to let the low point drain for several hours, then run RV antifreeze through the entire system. Of course, you have to turn the water heater bypass valve. For some odd reason my motorhome wonít draw from an RV antifreeze bottle. I drain the point drain for a few hours, then use an air pump to pump as much water out of the low point drain as I can. Then I blow air out of each fixture three or four times until nothing comes out. I start at the farthest point from the air pump location. Even if you use the RV antifreeze method you should still let the low point drain for several hours first.",Winterizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I have always just blown out everything and just put antifreeze in the drain P traps.

It takes longer with the icemaker in the fridge and washer/drier as well as the 2 filters, but I don't have any antifreeze taste the next year. We cook and drink from the fresh water tank. If you don't cook or drink from the FW tank, use the antifreeze. Your choice. ",Winterizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Aquahot manual is for the Aquahot...not for the washer / dryer and all other connections in the water system (hot AND cold).
Yes, using just antifreeze will likely work fine as it does displace the water. More thorough is to remove all ""easy to move"" water with air and THEN use antifreeze. Takes less antifreeze too as it's easier to know all hoses are filled with antifreeze when the flow transitions from Air to Antifreeze than it is from Water to Antifreeze.

But, the key part that many people mess up is you HAVE to use antifreeze as air alone won't move the water in the multiple coils in the Aquahot.

And, I didn't see that he has an Oasis as he posted that in response to my post.

And yes, all of the above is easily found using search. But, I also agree (and posted), to read the manual. ",Winterizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Agree you will see lots of different answers but different MHs require different procedures as does washers, ice makers etc.
You likely have Oasis heat and ITR specifically states that blowing out is not sufficient. So blow out first, if available is a best practice IMO and what I and many do, but then pump pink AF throughput the system.
Of course, drain tanks before. Read & follow the manual for winterizing.

Also, I had problem with water fill solenoids on washer after using alcohol based AF. Had to replace both and have switched to using propylene glychol based AF since w/o any issues. It's a little more $ and sometimes harder to find. I found it easy to order online and ship to home button the $ varies a .ot so worth shopping around which is EZ from computer vs chasing around. ",Winterizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This is the first year I did not pump antifreeze into the system. I built an insulated, non-heated garage at my house. I just blew out the lines with air and dumped antifreeze down the drains and in the toilets. We've had a couple days below 10 degrees. So far, the coolest my garage has gotten is 35 degrees. ",Winterizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
